gene_pli	score	diseaseid	gene_dsi	protein_class_name	geneid	disease_class	disease_type	uniprotid	disease_class_name	disease_name	el	year_initial	source	ei	gene_dpi	protein_class	year_final	gene_symbol	disease_semantic_type
8.7622e-17	0.3	C0000786	0.623	Enzyme modulator	6318	C13	phenotype	P48594	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.423	DTO_05007584	2008	SERPINB4	Pathologic Function
0.00078816	0.3	C0000786	0.525		634	C13	phenotype	P13688	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.731		2008	CEACAM1	Pathologic Function
0.34128	0.3	C0000786	0.399	Signaling	6750	C13	phenotype	P61278	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.885	DTO_05007599	2008	SST	Pathologic Function
6.9902e-05	0.3	C0000786	0.437	Enzyme	7037	C13	phenotype	P02786	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.885	DTO_05007624	2008	TFRC	Pathologic Function
0.03685	0.3	C0000786	0.287	Signaling	7040	C13	phenotype	P01137	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.962	DTO_05007599	2008	TGFB1	Pathologic Function
5.9686e-08	0.3	C0000786	0.484	Signaling	7045	C13	phenotype	Q15582	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.769	DTO_05007599	2008	TGFBI	Pathologic Function
0.85379	0.3	C0000786	0.451	Kinase	7046	C13	phenotype	P36897	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.885	DTO_03300101	2008	TGFBR1	Pathologic Function
0.78893	0.3	C0000786	0.425	Enzyme modulator	7077	C13	phenotype	P16035	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.846	DTO_05007584	2008	TIMP2	Pathologic Function
0.63037	0.3	C0000786	0.445	Enzyme modulator	7078	C13	phenotype	P35625	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.923	DTO_05007584	2008	TIMP3	Pathologic Function
0.52437	0.3	C0000786	0.686	Signaling	7143	C13	phenotype	Q92752	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.346	DTO_05007599	2008	TNR	Pathologic Function
0.0035639	0.3	C0000786	0.554	Signaling	7185	C13	phenotype	Q13077	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.731	DTO_05007599	2008	TRAF1	Pathologic Function
0.50018	0.3	C0000786	0.805		80034	C13	phenotype	Q8WYN3	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.192		2008	CSRNP3	Pathologic Function
0.81724	0.3	C0000786	0.499		8741	C13	phenotype	O75888	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.769		2008	TNFSF13	Pathologic Function
0.13495	0.3	C0000786	0.413	Signaling	8743	C13	phenotype	P50591	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.885	DTO_05007599	2008	TNFSF10	Pathologic Function
0.48906	0.3	C0000786	0.674		8763	C13	phenotype	Q04900	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.462		2008	CD164	Pathologic Function
6.9102e-09	0.3	C0000786	0.76		8832	C13	phenotype	Q9UIB8	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.308		2008	CD84	Pathologic Function
0.05135	0.3	C0000786	0.722		924	C13	phenotype	P09564	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.385		2008	CD7	Pathologic Function
1.6806e-05	0.3	C0000786	0.587		925	C13	phenotype	P01732	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.769		2008	CD8A	Pathologic Function
0.0008338	0.3	C0000786	0.427	Enzyme	9332	C13	phenotype	Q86VB7	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.846	DTO_05007624	2008	CD163	Pathologic Function
1.4063e-06	0.3	C0000786	0.408	Transporter	968	C13	phenotype	P34810	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.808	DTO_05007405	2008	CD68	Pathologic Function
0.029691	0.3	C0000786	0.488		969	C13	phenotype	Q07108	   Female Urogenital Diseases and Pregnancy Complications	Spontaneous abortion		2008	CURATED	1.0	0.923		2008	CD69	Pathologic Function
0.22337	0.3	C0000809	0.682	Transcription factor	9586	C13	disease	Q02930	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Habitual		2018	CURATED	1.0	0.538	DTO_05007542	2018	CREB5	Disease or Syndrome
1.9044e-11	0.3	C0000821	0.67		10464	C13	phenotype	Q8WXW3	   Female Urogenital Diseases and Pregnancy Complications	Threatened abortion		2005	CURATED	1.0	0.462		2005	PIBF1	Pathologic Function
2.565e-06	0.3	C0000822	0.716	Immune response	10321	C13	phenotype	P54108	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.577	DTO_05007608	2008	CRISP3	Pathologic Function
0.98014	0.3	C0000822	0.513	Enzyme modulator	10468	C13	phenotype	P19883	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731	DTO_05007584	2008	FST	Pathologic Function
4.1625e-10	0.3	C0000822	0.42		1048	C13	phenotype	P06731	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846		2008	CEACAM5	Pathologic Function
1.9433e-15	0.3	C0000822	0.678		10561	C13	phenotype	Q8TCB0	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.538		2008	IFI44	Pathologic Function
1.3955e-15	0.3	C0000822	0.674		10615	C13	phenotype	Q96R06	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.385		2008	SPAG5	Pathologic Function
0.03921	0.3	C0000822	0.548		10666	C13	phenotype	Q15762	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769		2008	CD226	Pathologic Function
	0.3	C0000822	1.0		10824	C13	phenotype	Q14236	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.038		2008	DIAPH2-AS1	Pathologic Function
5.8826e-07	0.3	C0000822	0.498		11009	C13	phenotype	Q13007	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769		2008	IL24	Pathologic Function
1.0	0.3	C0000822	0.43		1277	C13	phenotype	P02452	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808		2008	COL1A1	Pathologic Function
1.0	0.3	C0000822	0.486		1278	C13	phenotype	P08123	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846		2008	COL1A2	Pathologic Function
0.89901	0.3	C0000822	0.686		1288	C13	phenotype	Q14031	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.423		2008	COL4A6	Pathologic Function
1.0	0.3	C0000822	0.536		1289	C13	phenotype	P20908	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769		2008	COL5A1	Pathologic Function
1.0	0.3	C0000822	0.568		1290	C13	phenotype	P05997	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731		2008	COL5A2	Pathologic Function
0.99995	0.3	C0000822	0.587	Receptor	1291	C13	phenotype	P12109	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731	DTO_05007575	2008	COL6A1	Pathologic Function
1.8131e-20	0.3	C0000822	0.563	Receptor	1293	C13	phenotype	P12111	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769	DTO_05007575	2008	COL6A3	Pathologic Function
1.0453e-08	0.3	C0000822	0.572		1298	C13	phenotype	Q14055	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769		2008	COL9A2	Pathologic Function
3.7355e-14	0.3	C0000822	0.608		1305	C13	phenotype	Q5TAT6	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.654		2008	COL13A1	Pathologic Function
0.38046	0.3	C0000822	0.377		1440	C13	phenotype	P09919	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885		2008	CSF3	Pathologic Function
1.0635e-17	0.3	C0000822	0.436	Enzyme	1543	C13	phenotype	P04798	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2009	CURATED	1.0	0.846	DTO_05007624	2016	CYP1A1	Pathologic Function
3.1964e-23	0.3	C0000822	0.518	Enzyme	1591	C13	phenotype	Q07973	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692	DTO_05007624	2008	CYP24A1	Pathologic Function
0.0343	0.3	C0000822	0.513	Enzyme	1719	C13	phenotype	P00374	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808	DTO_05007624	2008	DHFR	Pathologic Function
3.333e-09	0.3	C0000822	0.931		1842	C13	phenotype	O94769	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.038		2008	ECM2	Pathologic Function
0.00053161	0.3	C0000822	0.423	G-protein coupled receptor	185	C13	phenotype	P30556	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_02300001	2008	AGTR1	Pathologic Function
4.6627e-14	0.3	C0000822	0.576		1893	C13	phenotype	Q16610	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731		2008	ECM1	Pathologic Function
0.99999	0.3	C0000822	0.41	Transcription factor	196	C13	phenotype	P35869	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2016	CURATED	1.0	0.923	DTO_05007542	2016	AHR	Pathologic Function
0.49706	0.3	C0000822	0.56	Cellular structure	2012	C13	phenotype	P54849	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769	DTO_05007530	2008	EMP1	Pathologic Function
0.77089	0.3	C0000822	0.519	Signaling	2252	C13	phenotype	P21781	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_05007599	2008	FGF7	Pathologic Function
0.71561	0.3	C0000822	0.78	Cellular structure	22924	C13	phenotype	Q9UPY8	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.231	DTO_05007530	2008	MAPRE3	Pathologic Function
0.0014045	0.3	C0000822	0.365	Signaling	2335	C13	phenotype	P02751	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.962	DTO_05007599	2008	FN1	Pathologic Function
0.18957	0.3	C0000822	0.805		23753	C13	phenotype	Q9HCN8	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.385		2008	SDF2L1	Pathologic Function
0.22014	0.3	C0000822	0.659		23767	C13	phenotype	Q9NZU0	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615		2008	FLRT3	Pathologic Function
1.4933e-11	0.3	C0000822	0.691	Enzyme	251	C13	phenotype	P10696	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.269	DTO_05007624	2008	ALPG	Pathologic Function
0.013731	0.3	C0000822	0.711		2537	C13	phenotype	P09912	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.5		2008	IFI6	Pathologic Function
8.8804e-08	0.3	C0000822	0.686	Enzyme modulator	26998	C13	phenotype	Q9UGM5	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.308	DTO_05007584	2008	FETUB	Pathologic Function
1.0115e-13	0.3	C0000822	0.682		27159	C13	phenotype	Q9BZP6	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.538		2008	CHIA	Pathologic Function
0.96154	0.3	C0000822	0.489	Enzyme	2744	C13	phenotype	O94925	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808	DTO_05007624	2008	GLS	Pathologic Function
1.9637e-15	0.3	C0000822	0.593	Enzyme	3026	C13	phenotype	Q14520	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615	DTO_05007624	2008	HABP2	Pathologic Function
0.00013421	0.3	C0000822	0.61	Enzyme	3292	C13	phenotype	P14061	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615	DTO_05007624	2008	HSD17B1	Pathologic Function
4.2821e-07	0.3	C0000822	0.76	Transcription factor	3430	C13	phenotype	P80217	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.462	DTO_05007542	2008	IFI35	Pathologic Function
	0.3	C0000822	0.89		3446	C13	phenotype	P01566	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.115		2008	IFNA10	Pathologic Function
0.2716	0.3	C0000822	0.318		3479	C13	phenotype	P05019	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885		2008	IGF1	Pathologic Function
0.0018685	0.3	C0000822	0.338		348	C13	phenotype	P02649	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2012	CURATED	1.0	0.962		2012	APOE	Pathologic Function
0.044127	0.3	C0000822	0.39		3481	C13	phenotype	P01344	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885		2008	IGF2	Pathologic Function
0.00094677	0.3	C0000822	0.502	Enzyme modulator	3484	C13	phenotype	P08833	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808	DTO_05007584	2008	IGFBP1	Pathologic Function
0.91029	0.3	C0000822	0.439	Enzyme modulator	3486	C13	phenotype	P17936	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808	DTO_05007584	2008	IGFBP3	Pathologic Function
0.02915	0.3	C0000822	0.601	Enzyme modulator	3489	C13	phenotype	P24592	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692	DTO_05007584	2008	IGFBP6	Pathologic Function
0.13005	0.3	C0000822	0.276		3553	C13	phenotype	P01584	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.962		2008	IL1B	Pathologic Function
2.6791e-08	0.3	C0000822	0.647	Signaling	3568	C13	phenotype	Q01344	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.654	DTO_05007599	2008	IL5RA	Pathologic Function
0.31536	0.3	C0000822	0.248		3569	C13	phenotype	P05231	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.962		2008	IL6	Pathologic Function
8.1087e-07	0.3	C0000822	0.461		3578	C13	phenotype	P15248	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846		2008	IL9	Pathologic Function
0.00031772	0.3	C0000822	0.481		3589	C13	phenotype	P20809	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808		2008	IL11	Pathologic Function
0.00011439	0.3	C0000822	0.48	Signaling	3593	C13	phenotype	P29460	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007599	2008	IL12B	Pathologic Function
1.2449e-10	0.3	C0000822	0.501	Signaling	3603	C13	phenotype	Q14005	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_05007599	2008	IL16	Pathologic Function
0.0064728	0.3	C0000822	0.578	Signaling	3623	C13	phenotype	P05111	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615	DTO_05007599	2008	INHA	Pathologic Function
0.36865	0.3	C0000822	0.378	Signaling	3627	C13	phenotype	P02778	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007599	2008	CXCL10	Pathologic Function
9.5287e-19	0.3	C0000822	0.525	Receptor	3691	C13	phenotype	P16144	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731	DTO_05007575	2008	ITGB4	Pathologic Function
1.6277e-22	0.3	C0000822	0.597	Receptor	3694	C13	phenotype	P18564	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692	DTO_05007575	2008	ITGB6	Pathologic Function
0.65372	0.3	C0000822	0.385	Kinase	3717	C13	phenotype	O60674	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2007	CURATED	1.0	0.885	DTO_03300101	2007	JAK2	Pathologic Function
1.2726e-08	0.3	C0000822	0.507		3732	C13	phenotype	P27701	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2010	CURATED	1.0	0.731		2010	CD82	Pathologic Function
1.3909e-24	0.3	C0000822	0.682		3910	C13	phenotype	Q16363	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.577		2008	LAMA4	Pathologic Function
2.3207e-05	0.3	C0000822	0.392	Signaling	3958	C13	phenotype	P17931	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_05007599	2008	LGALS3	Pathologic Function
0.5242	0.3	C0000822	0.483	Signaling	3976	C13	phenotype	P15018	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769	DTO_05007599	2008	LIF	Pathologic Function
0.99581	0.3	C0000822	0.575	Transcription factor	405	C13	phenotype	P27540	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692	DTO_05007542	2008	ARNT	Pathologic Function
1.0	0.3	C0000822	0.537		4133	C13	phenotype	P11137	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692		2008	MAP2	Pathologic Function
0.034151	0.3	C0000822	0.65	Enzyme	4247	C13	phenotype	Q10469	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.577	DTO_05007624	2008	MGAT2	Pathologic Function
3.6072e-05	0.3	C0000822	0.539		4256	C13	phenotype	P08493	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846		2008	MGP	Pathologic Function
1.0404e-09	0.3	C0000822	0.446	Enzyme	4316	C13	phenotype	P09237	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007624	2008	MMP7	Pathologic Function
2.4125e-05	0.3	C0000822	0.542	Enzyme	4320	C13	phenotype	P24347	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692	DTO_05007624	2008	MMP11	Pathologic Function
	0.3	C0000822	0.484	Enzyme	4321	C13	phenotype	P39900	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007624	2008	MMP12	Pathologic Function
0.073354	0.3	C0000822	0.644	Enzyme	4324	C13	phenotype	P51511	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.5	DTO_05007624	2008	MMP15	Pathologic Function
1.9975e-20	0.3	C0000822	0.623	Enzyme	4327	C13	phenotype	Q99542	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615	DTO_05007624	2008	MMP19	Pathologic Function
2.7904e-54	0.3	C0000822	0.506		4585	C13	phenotype	Q99102	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769		2008	MUC4	Pathologic Function
1.1884e-06	0.3	C0000822	0.561		4680	C13	phenotype	P40199	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731		2008	CEACAM6	Pathologic Function
0.99999	0.3	C0000822	0.415		4684	C13	phenotype	P13591	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885		2008	NCAM1	Pathologic Function
3.1109e-08	0.3	C0000822	0.43	Enzyme	5047	C13	phenotype	P09466	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_05007624	2008	PAEP	Pathologic Function
2.9962e-09	0.3	C0000822	0.751	G-protein coupled receptor	51554	C13	phenotype	Q9NPB9	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.346	DTO_02300001	2008	ACKR4	Pathologic Function
0.1288	0.3	C0000822	0.46	Signaling	5228	C13	phenotype	P49763	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_05007599	2008	PGF	Pathologic Function
0.027129	0.3	C0000822	0.716	Receptor	53832	C13	phenotype	Q9UHF4	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.346	DTO_05007575	2008	IL20RA	Pathologic Function
8.3984e-16	0.3	C0000822	0.861		56145	C13	phenotype	Q9Y5H8	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.192		2008	PCDHA3	Pathologic Function
0.98732	0.3	C0000822	0.572	Signaling	5618	C13	phenotype	P16471	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.692	DTO_05007599	2008	PRLR	Pathologic Function
5.3574e-11	0.3	C0000822	0.65	Enzyme	56547	C13	phenotype	Q9NRE1	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615	DTO_05007624	2008	MMP26	Pathologic Function
4.3662e-07	0.3	C0000822	0.608	Enzyme	5655	C13	phenotype	O43240	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.538	DTO_05007624	2008	KLK10	Pathologic Function
0.0002747	0.3	C0000822	0.695	Signaling	56891	C13	phenotype	Q8TCE9	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.423	DTO_05007599	2008	LGALS14	Pathologic Function
1.197e-09	0.3	C0000822	0.617		5740	C13	phenotype	Q16647	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.654		2008	PTGIS	Pathologic Function
0.81146	0.3	C0000822	0.453		5744	C13	phenotype	P12272	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846		2008	PTHLH	Pathologic Function
0.99769	0.3	C0000822	0.477	Enzyme	59272	C13	phenotype	Q9BYF1	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769	DTO_05007624	2008	ACE2	Pathologic Function
0.51951	0.3	C0000822	0.493	Transporter	5950	C13	phenotype	P02753	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.808	DTO_05007405	2008	RBP4	Pathologic Function
8.2146e-16	0.3	C0000822	0.565	Enzyme modulator	6317	C13	phenotype	P29508	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.615	DTO_05007584	2008	SERPINB3	Pathologic Function
8.7622e-17	0.3	C0000822	0.623	Enzyme modulator	6318	C13	phenotype	P48594	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.423	DTO_05007584	2008	SERPINB4	Pathologic Function
0.00078816	0.3	C0000822	0.525		634	C13	phenotype	P13688	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731		2008	CEACAM1	Pathologic Function
0.34128	0.3	C0000822	0.399	Signaling	6750	C13	phenotype	P61278	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007599	2008	SST	Pathologic Function
6.9902e-05	0.3	C0000822	0.437	Enzyme	7037	C13	phenotype	P02786	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007624	2008	TFRC	Pathologic Function
0.03685	0.3	C0000822	0.287	Signaling	7040	C13	phenotype	P01137	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.962	DTO_05007599	2008	TGFB1	Pathologic Function
5.9686e-08	0.3	C0000822	0.484	Signaling	7045	C13	phenotype	Q15582	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769	DTO_05007599	2008	TGFBI	Pathologic Function
0.85379	0.3	C0000822	0.451	Kinase	7046	C13	phenotype	P36897	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_03300101	2008	TGFBR1	Pathologic Function
0.78893	0.3	C0000822	0.425	Enzyme modulator	7077	C13	phenotype	P16035	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.846	DTO_05007584	2008	TIMP2	Pathologic Function
0.63037	0.3	C0000822	0.445	Enzyme modulator	7078	C13	phenotype	P35625	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.923	DTO_05007584	2008	TIMP3	Pathologic Function
0.52437	0.3	C0000822	0.686	Signaling	7143	C13	phenotype	Q92752	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.346	DTO_05007599	2008	TNR	Pathologic Function
0.0035639	0.3	C0000822	0.554	Signaling	7185	C13	phenotype	Q13077	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.731	DTO_05007599	2008	TRAF1	Pathologic Function
0.50018	0.3	C0000822	0.805		80034	C13	phenotype	Q8WYN3	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.192		2008	CSRNP3	Pathologic Function
0.81724	0.3	C0000822	0.499		8741	C13	phenotype	O75888	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.769		2008	TNFSF13	Pathologic Function
0.13495	0.3	C0000822	0.413	Signaling	8743	C13	phenotype	P50591	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.885	DTO_05007599	2008	TNFSF10	Pathologic Function
0.48906	0.3	C0000822	0.674		8763	C13	phenotype	Q04900	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.462		2008	CD164	Pathologic Function
6.9102e-09	0.3	C0000822	0.76		8832	C13	phenotype	Q9UIB8	   Female Urogenital Diseases and Pregnancy Complications	Abortion, Tubal		2008	CURATED	1.0	0.308		2008	CD84	Pathologic Function
